Anno;Codice regione;Regione;Codice ASL;ASL;SERD;Categoria Sostanza;Utenti
2024;010;PIEMONTE;203;TO3;A12                    ;OPPIACEI;
2024;010;PIEMONTE;203;TO3;B01                    ;OPPIACEI;1
2024;010;PIEMONTE;203;TO3;B03                    ;OPPIACEI;40
2024;010;PIEMONTE;203;TO3;S01                    ;OPPIACEI;116
2024;010;PIEMONTE;203;TO3;S02                    ;OPPIACEI;88
2024;010;PIEMONTE;203;TO3;S03                    ;OPPIACEI;51
2024;010;PIEMONTE;203;TO3;S08                    ;OPPIACEI;2
2024;010;PIEMONTE;203;TO3;S11                    ;OPPIACEI;60
2024;010;PIEMONTE;203;TO3;S13                    ;OPPIACEI;41
2024;010;PIEMONTE;203;TO3;S16                    ;OPPIACEI;18
2024;010;PIEMONTE;203;TO3;S17                    ;OPPIACEI;27
2024;010;PIEMONTE;203;TO3;S18                    ;OPPIACEI;96
2024;010;PIEMONTE;203;TO3;S19                    ;OPPIACEI;150
2024;010;PIEMONTE;204;TO4;S01                    ;OPPIACEI;124
2024;010;PIEMONTE;204;TO4;S02                    ;OPPIACEI;13
2024;010;PIEMONTE;204;TO4;S03                    ;OPPIACEI;121
2024;010;PIEMONTE;204;TO4;S05                    ;OPPIACEI;171
2024;010;PIEMONTE;204;TO4;S07                    ;OPPIACEI;19
2024;010;PIEMONTE;204;TO4;S18                    ;OPPIACEI;152
2024;010;PIEMONTE;204;TO4;S19                    ;OPPIACEI;208
2024;010;PIEMONTE;204;TO4;S20                    ;OPPIACEI;31
2024;010;PIEMONTE;204;TO4;S22                    ;OPPIACEI;32
2024;010;PIEMONTE;205;TO5;S01                    ;OPPIACEI;100
2024;010;PIEMONTE;205;TO5;S02                    ;OPPIACEI;115
2024;010;PIEMONTE;205;TO5;S03                    ;OPPIACEI;45
2024;010;PIEMONTE;205;TO5;S04                    ;OPPIACEI;96
2024;010;PIEMONTE;206;VC;S01                    ;OPPIACEI;182
2024;010;PIEMONTE;206;VC;S03                    ;OPPIACEI;79
2024;010;PIEMONTE;206;VC;S05                    ;OPPIACEI;16
2024;010;PIEMONTE;207;BI;S01                    ;OPPIACEI;298
2024;010;PIEMONTE;207;BI;S02                    ;OPPIACEI;166
2024;010;PIEMONTE;207;BI;S03                    ;OPPIACEI;43
2024;010;PIEMONTE;208;NO;S01                    ;OPPIACEI;131
2024;010;PIEMONTE;208;NO;S02                    ;OPPIACEI;62
2024;010;PIEMONTE;208;NO;S03                    ;OPPIACEI;114
2024;010;PIEMONTE;208;NO;S04                    ;OPPIACEI;108
2024;010;PIEMONTE;208;NO;S09                    ;OPPIACEI;10
2024;010;PIEMONTE;209;VCO;S01                    ;OPPIACEI;89
2024;010;PIEMONTE;209;VCO;S02                    ;OPPIACEI;152
2024;010;PIEMONTE;209;VCO;S03                    ;OPPIACEI;78
2024;010;PIEMONTE;209;VCO;S04                    ;OPPIACEI;2
2024;010;PIEMONTE;210;CN1;A05                    ;OPPIACEI;2
2024;010;PIEMONTE;210;CN1;S01                    ;OPPIACEI;182
2024;010;PIEMONTE;210;CN1;S04                    ;OPPIACEI;32
2024;010;PIEMONTE;210;CN1;S05                    ;OPPIACEI;72
2024;010;PIEMONTE;210;CN1;S07                    ;OPPIACEI;66
2024;010;PIEMONTE;210;CN1;S09                    ;OPPIACEI;56
2024;010;PIEMONTE;210;CN1;S11                    ;OPPIACEI;3
2024;010;PIEMONTE;210;CN1;S12                    ;OPPIACEI;7
2024;010;PIEMONTE;211;CN2;S01                    ;OPPIACEI;105
2024;010;PIEMONTE;211;CN2;S02                    ;OPPIACEI;122
2024;010;PIEMONTE;211;CN2;S03                    ;OPPIACEI;8
2024;010;PIEMONTE;212;AT;S01                    ;OPPIACEI;222
2024;010;PIEMONTE;212;AT;S02                    ;OPPIACEI;71
2024;010;PIEMONTE;212;AT;S03                    ;OPPIACEI;1
2024;010;PIEMONTE;213;AL;B01                    ;OPPIACEI;27
2024;010;PIEMONTE;213;AL;S01                    ;OPPIACEI;283
2024;010;PIEMONTE;213;AL;S02                    ;OPPIACEI;66
2024;010;PIEMONTE;213;AL;S07                    ;OPPIACEI;31
2024;010;PIEMONTE;213;AL;S08                    ;OPPIACEI;122
2024;010;PIEMONTE;213;AL;S09                    ;OPPIACEI;89
2024;010;PIEMONTE;213;AL;S10                    ;OPPIACEI;4
2024;010;PIEMONTE;213;AL;S11                    ;OPPIACEI;96
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;A12                    ;OPPIACEI;
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S01                    ;OPPIACEI;239
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S03                    ;OPPIACEI;175
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S04                    ;OPPIACEI;290
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S09                    ;OPPIACEI;165
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S10                    ;OPPIACEI;221
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S11                    ;OPPIACEI;289
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S12                    ;OPPIACEI;320
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S16                    ;OPPIACEI;299
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S17                    ;OPPIACEI;77
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S19                    ;OPPIACEI;2
2024;010;PIEMONTE;301;ASL CITTA' DI TORINO;S20                    ;OPPIACEI;2
2024;020;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;A01                    ;OPPIACEI;15
2024;020;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;B01                    ;OPPIACEI;18
2024;020;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;S01                    ;OPPIACEI;170
2024;030;LOMBARDIA;321;ATS DELLA CITTA' METROPOLITANA DI MILANO;S22                    ;OPPIACEI;140
2024;030;LOMBARDIA;321;ATS DELLA CITTA' METROPOLITANA DI MILANO;S70                    ;OPPIACEI;107
2024;030;LOMBARDIA;323;ATS DELLA MONTAGNA;S47                    ;OPPIACEI;32
2024;030;LOMBARDIA;324;ATS DELLA BRIANZA;S10                    ;OPPIACEI;30
2024;030;LOMBARDIA;324;ATS DELLA BRIANZA;S91                    ;OPPIACEI;18
2024;030;LOMBARDIA;325;ATS DI BERGAMO;S01                    ;OPPIACEI;27
2024;030;LOMBARDIA;325;ATS DI BERGAMO;S02                    ;OPPIACEI;25
2024;030;LOMBARDIA;326;ATS DI BRESCIA;S91                    ;OPPIACEI;62
2024;030;LOMBARDIA;326;ATS DI BRESCIA;S92                    ;OPPIACEI;30
2024;030;LOMBARDIA;326;ATS DI BRESCIA;S93                    ;OPPIACEI;51
2024;030;LOMBARDIA;326;ATS DI BRESCIA;S94                    ;OPPIACEI;103
2024;030;LOMBARDIA;327;ATS DELLA VAL PADANA;S01                    ;OPPIACEI;15
2024;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S01                    ;OPPIACEI;1
2024;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S02                    ;OPPIACEI;264
2024;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S03                    ;OPPIACEI;199
2024;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S05                    ;OPPIACEI;38
2024;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S11                    ;OPPIACEI;37
2024;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S71                    ;OPPIACEI;22
2024;030;LOMBARDIA;702;ASST SANTI PAOLO E CARLO;S80                    ;OPPIACEI;9
2024;030;LOMBARDIA;703;ASST FATEBENEFRATELLI SACCO;S06                    ;OPPIACEI;378
2024;030;LOMBARDIA;703;ASST FATEBENEFRATELLI SACCO;S07                    ;OPPIACEI;5
2024;030;LOMBARDIA;705;ASST OVEST MILANESE;S04                    ;OPPIACEI;96
2024;030;LOMBARDIA;705;ASST OVEST MILANESE;S06                    ;OPPIACEI;
2024;030;LOMBARDIA;706;ASST RHODENSE;S02                    ;OPPIACEI;133
2024;030;LOMBARDIA;706;ASST RHODENSE;S07                    ;OPPIACEI;45
2024;030;LOMBARDIA;707;ASST NORD MILANO;S08                    ;OPPIACEI;144
2024;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S01                    ;OPPIACEI;148
2024;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S02                    ;OPPIACEI;195
2024;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S03                    ;OPPIACEI;121
2024;030;LOMBARDIA;708;ASST MELEGNANO E DELLA MARTESANA;S06                    ;OPPIACEI;97
2024;030;LOMBARDIA;709;ASST DI LODI;S01                    ;OPPIACEI;158
2024;030;LOMBARDIA;709;ASST DI LODI;S02                    ;OPPIACEI;69
2024;030;LOMBARDIA;709;ASST DI LODI;S03                    ;OPPIACEI;79
2024;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S01                    ;OPPIACEI;
2024;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S02                    ;OPPIACEI;
2024;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S03                    ;OPPIACEI;
2024;030;LOMBARDIA;710;ASST DEI SETTE LAGHI;S04                    ;OPPIACEI;
2024;030;LOMBARDIA;711;ASST DELLA VALLE OLONA;S01                    ;OPPIACEI;151
2024;030;LOMBARDIA;711;ASST DELLA VALLE OLONA;S02                    ;OPPIACEI;113
2024;030;LOMBARDIA;711;ASST DELLA VALLE OLONA;S03                    ;OPPIACEI;
2024;030;LOMBARDIA;712;ASST LARIANA;S01                    ;OPPIACEI;220
2024;030;LOMBARDIA;712;ASST LARIANA;S02                    ;OPPIACEI;55
2024;030;LOMBARDIA;712;ASST LARIANA;S03                    ;OPPIACEI;34
2024;030;LOMBARDIA;712;ASST LARIANA;S06                    ;OPPIACEI;151
2024;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;A01                    ;OPPIACEI;13
2024;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;B01                    ;OPPIACEI;30
2024;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;C01                    ;OPPIACEI;110
2024;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;D01                    ;OPPIACEI;49
2024;030;LOMBARDIA;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01                    ;OPPIACEI;120
2024;030;LOMBARDIA;714;ASST DELLA VALCAMONICA;S01                    ;OPPIACEI;
2024;030;LOMBARDIA;715;ASST DI LECCO;S01                    ;OPPIACEI;173
2024;030;LOMBARDIA;715;ASST DI LECCO;S02                    ;OPPIACEI;25
2024;030;LOMBARDIA;715;ASST DI LECCO;S03                    ;OPPIACEI;
2024;030;LOMBARDIA;717;ASST DELLA BRIANZA;S01                    ;OPPIACEI;147
2024;030;LOMBARDIA;717;ASST DELLA BRIANZA;S02                    ;OPPIACEI;126
2024;030;LOMBARDIA;717;ASST DELLA BRIANZA;S08                    ;OPPIACEI;49
2024;030;LOMBARDIA;717;ASST DELLA BRIANZA;S10                    ;OPPIACEI;42
2024;030;LOMBARDIA;718;ASST PAPA GIOVANNI XXIII;S01                    ;OPPIACEI;500
2024;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S01                    ;OPPIACEI;104
2024;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S02                    ;OPPIACEI;74
2024;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;S03                    ;OPPIACEI;69
2024;030;LOMBARDIA;720;ASST DI BERGAMO EST;S01                    ;OPPIACEI;83
2024;030;LOMBARDIA;720;ASST DI BERGAMO EST;S02                    ;OPPIACEI;43
2024;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S01                    ;OPPIACEI;
2024;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S21                    ;OPPIACEI;
2024;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S22                    ;OPPIACEI;
2024;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S04                    ;OPPIACEI;
2024;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S10                    ;OPPIACEI;
2024;030;LOMBARDIA;723;ASST DEL GARDA;S02                    ;OPPIACEI;76
2024;030;LOMBARDIA;723;ASST DEL GARDA;S09                    ;OPPIACEI;51
2024;030;LOMBARDIA;724;ASST DI CREMONA;S01                    ;OPPIACEI;177
2024;030;LOMBARDIA;724;ASST DI CREMONA;S02                    ;OPPIACEI;12
2024;030;LOMBARDIA;725;ASST DI MANTOVA;S01                    ;OPPIACEI;191
2024;030;LOMBARDIA;725;ASST DI MANTOVA;S02                    ;OPPIACEI;
2024;030;LOMBARDIA;725;ASST DI MANTOVA;S03                    ;OPPIACEI;37
2024;030;LOMBARDIA;725;ASST DI MANTOVA;S04                    ;OPPIACEI;35
2024;030;LOMBARDIA;725;ASST DI MANTOVA;S05                    ;OPPIACEI;8
2024;030;LOMBARDIA;725;ASST DI MANTOVA;S06                    ;OPPIACEI;97
2024;030;LOMBARDIA;726;ASST DI CREMA;S01                    ;OPPIACEI;196
2024;030;LOMBARDIA;727;ASST DI PAVIA;S01                    ;OPPIACEI;196
2024;030;LOMBARDIA;727;ASST DI PAVIA;S02                    ;OPPIACEI;439
2024;030;LOMBARDIA;727;ASST DI PAVIA;S03                    ;OPPIACEI;246
2024;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELL'ALTO ADIGE;S01                    ;OPPIACEI;399
2024;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELL'ALTO ADIGE;S02                    ;OPPIACEI;132
2024;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELL'ALTO ADIGE;S03                    ;OPPIACEI;32
2024;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELL'ALTO ADIGE;S04                    ;OPPIACEI;40
2024;042;PROV. AUTON. TRENTO;101;AZIENDA SANITARIA DELLA P.A. DI TRENTO;A01                    ;OPPIACEI;148
2024;042;PROV. AUTON. TRENTO;101;AZIENDA SANITARIA DELLA P.A. DI TRENTO;B01                    ;OPPIACEI;99
2024;042;PROV. AUTON. TRENTO;101;AZIENDA SANITARIA DELLA P.A. DI TRENTO;S01                    ;OPPIACEI;548
2024;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S01                    ;OPPIACEI;83
2024;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S02                    ;OPPIACEI;18
2024;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S03                    ;OPPIACEI;72
2024;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S04                    ;OPPIACEI;19
2024;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S01                    ;OPPIACEI;254
2024;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S02                    ;OPPIACEI;164
2024;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S03                    ;OPPIACEI;8
2024;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S04                    ;OPPIACEI;120
2024;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S06                    ;OPPIACEI;383
2024;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S01                    ;OPPIACEI;453
2024;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S02                    ;OPPIACEI;230
2024;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S03                    ;OPPIACEI;59
2024;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S04                    ;OPPIACEI;135
2024;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S05                    ;OPPIACEI;162
2024;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S01                    ;OPPIACEI;205
2024;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S02                    ;OPPIACEI;189
2024;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S01                    ;OPPIACEI;88
2024;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S02                    ;OPPIACEI;121
2024;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S03                    ;OPPIACEI;41
2024;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S51                    ;OPPIACEI;170
2024;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S52                    ;OPPIACEI;99
2024;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S61                    ;OPPIACEI;610
2024;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S62                    ;OPPIACEI;114
2024;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S71                    ;OPPIACEI;131
2024;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S72                    ;OPPIACEI;126
2024;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S01                    ;OPPIACEI;350
2024;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S02                    ;OPPIACEI;193
2024;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S03                    ;OPPIACEI;10
2024;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S01                    ;OPPIACEI;46
2024;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S02                    ;OPPIACEI;438
2024;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S03                    ;OPPIACEI;54
2024;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S04                    ;OPPIACEI;215
2024;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S01                    ;OPPIACEI;452
2024;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S03                    ;OPPIACEI;118
2024;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S11                    ;OPPIACEI;65
2024;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S12                    ;OPPIACEI;125
2024;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S21                    ;OPPIACEI;84
2024;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S22                    ;OPPIACEI;92
2024;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;A06                    ;OPPIACEI;54
2024;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;B06                    ;OPPIACEI;47
2024;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;D06                    ;OPPIACEI;71
2024;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;E06                    ;OPPIACEI;45
2024;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;S06                    ;OPPIACEI;127
2024;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;A03                    ;OPPIACEI;114
2024;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S03                    ;OPPIACEI;49
2024;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S04                    ;OPPIACEI;118
2024;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S05                    ;OPPIACEI;566
2024;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A01                    ;OPPIACEI;24
2024;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A02                    ;OPPIACEI;136
2024;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S01                    ;OPPIACEI;629
2024;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S02                    ;OPPIACEI;153
2024;070;LIGURIA;101;IMPERIESE;S01                    ;OPPIACEI;92
2024;070;LIGURIA;101;IMPERIESE;S02                    ;OPPIACEI;54
2024;070;LIGURIA;101;IMPERIESE;S03                    ;OPPIACEI;55
2024;070;LIGURIA;102;SAVONESE;S01                    ;OPPIACEI;173
2024;070;LIGURIA;102;SAVONESE;S02                    ;OPPIACEI;60
2024;070;LIGURIA;102;SAVONESE;S03                    ;OPPIACEI;37
2024;070;LIGURIA;102;SAVONESE;S04                    ;OPPIACEI;34
2024;070;LIGURIA;103;GENOVESE;S01                    ;OPPIACEI;155
2024;070;LIGURIA;103;GENOVESE;S02                    ;OPPIACEI;93
2024;070;LIGURIA;103;GENOVESE;S03                    ;OPPIACEI;136
2024;070;LIGURIA;103;GENOVESE;S04                    ;OPPIACEI;117
2024;070;LIGURIA;103;GENOVESE;S05                    ;OPPIACEI;107
2024;070;LIGURIA;103;GENOVESE;S06                    ;OPPIACEI;92
2024;070;LIGURIA;104;CHIAVARESE;S01                    ;OPPIACEI;376
2024;070;LIGURIA;105;SPEZZINO;S01                    ;OPPIACEI;176
2024;070;LIGURIA;105;SPEZZINO;S02                    ;OPPIACEI;131
2024;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;C02                    ;OPPIACEI;
2024;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S01                    ;OPPIACEI;92
2024;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S02                    ;OPPIACEI;209
2024;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S03                    ;OPPIACEI;109
2024;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;C01                    ;OPPIACEI;103
2024;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S01                    ;OPPIACEI;435
2024;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S02                    ;OPPIACEI;126
2024;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S03                    ;OPPIACEI;63
2024;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S04                    ;OPPIACEI;101
2024;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S05                    ;OPPIACEI;45
2024;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S01                    ;OPPIACEI;61
2024;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S02                    ;OPPIACEI;470
2024;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S03                    ;OPPIACEI;140
2024;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S04                    ;OPPIACEI;79
2024;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S05                    ;OPPIACEI;89
2024;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S06                    ;OPPIACEI;39
2024;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;C03                    ;OPPIACEI;2
2024;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;C07                    ;OPPIACEI;3
2024;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S01                    ;OPPIACEI;143
2024;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S02                    ;OPPIACEI;65
2024;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S03                    ;OPPIACEI;356
2024;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S04                    ;OPPIACEI;106
2024;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S05                    ;OPPIACEI;38
2024;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S06                    ;OPPIACEI;101
2024;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S07                    ;OPPIACEI;79
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;C09                    ;OPPIACEI;23
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S01                    ;OPPIACEI;124
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S02                    ;OPPIACEI;68
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S03                    ;OPPIACEI;181
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S04                    ;OPPIACEI;81
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S05                    ;OPPIACEI;118
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S06                    ;OPPIACEI;101
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S07                    ;OPPIACEI;330
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S08                    ;OPPIACEI;372
2024;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S09                    ;OPPIACEI;255
2024;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;S01                    ;OPPIACEI;189
2024;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;C01                    ;OPPIACEI;14
2024;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S01                    ;OPPIACEI;267
2024;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S02                    ;OPPIACEI;50
2024;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S03                    ;OPPIACEI;78
2024;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S04                    ;OPPIACEI;60
2024;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S05                    ;OPPIACEI;85
2024;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S01                    ;OPPIACEI;287
2024;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S02                    ;OPPIACEI;129
2024;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S03                    ;OPPIACEI;174
2024;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S05                    ;OPPIACEI;298
2024;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S06                    ;OPPIACEI;337
2024;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S07                    ;OPPIACEI;582
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S21                    ;OPPIACEI;94
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S22                    ;OPPIACEI;107
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S23                    ;OPPIACEI;74
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S26                    ;OPPIACEI;297
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S27                    ;OPPIACEI;154
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S28                    ;OPPIACEI;216
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S29                    ;OPPIACEI;110
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S30                    ;OPPIACEI;66
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S31                    ;OPPIACEI;156
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S32                    ;OPPIACEI;201
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S33                    ;OPPIACEI;211
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S34                    ;OPPIACEI;355
2024;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S35                    ;OPPIACEI;152
2024;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S41                    ;OPPIACEI;356
2024;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S42                    ;OPPIACEI;59
2024;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S43                    ;OPPIACEI;313
2024;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S44                    ;OPPIACEI;76
2024;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S45                    ;OPPIACEI;652
